ts;code;level;detail
2026-09-12 18:15:25;ERR_NETZWERK_ALLE_VERSUCHE;WARNING;Alle Versuche fehlgeschlagen (Netzwerkfehler).
2026-09-12 18:15:28;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 3/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:15:28;ERR_FALLBACK_DATEN;ERROR;Maximale Wiederholungen erreicht, verwende Fallback-Daten.
2026-09-12 18:15:44;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 1/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:15:53;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 2/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:15:57;ERR_NETZWERK_ALLE_VERSUCHE;WARNING;Alle Versuche fehlgeschlagen (Netzwerkfehler).
2026-09-12 18:16:00;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 3/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:16:00;ERR_FALLBACK_DATEN;ERROR;Maximale Wiederholungen erreicht, verwende Fallback-Daten.
2026-09-12 18:16:20;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 1/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:16:29;ERR_NETZWERK_ALLE_VERSUCHE;WARNING;Alle Versuche fehlgeschlagen (Netzwerkfehler).
2026-09-12 18:16:31;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 2/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:16:42;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 3/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:16:42;ERR_FALLBACK_DATEN;ERROR;Maximale Wiederholungen erreicht, verwende Fallback-Daten.
2026-09-12 18:16:59;ERR_NETZWERK_ALLE_VERSUCHE;WARNING;Alle Versuche fehlgeschlagen (Netzwerkfehler).
2026-09-12 18:17:00;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 1/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:17:11;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 2/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:17:21;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 3/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:17:21;ERR_FALLBACK_DATEN;ERROR;Maximale Wiederholungen erreicht, verwende Fallback-Daten.
2026-09-12 18:17:28;ERR_HEALTHCHECK;ERROR;Healthcheck-Ping Fehler: Cannot connect to host hc-ping.com:443 ssl:default [Timeout while contacting DNS servers] → https://hc-ping.com/a0bb32d9-6bf1
2026-09-12 18:17:30;ERR_NETZWERK_ALLE_VERSUCHE;WARNING;Alle Versuche fehlgeschlagen (Netzwerkfehler).
2026-09-12 18:17:41;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 1/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:17:51;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 2/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:18:00;ERR_NETZWERK_ALLE_VERSUCHE;WARNING;Alle Versuche fehlgeschlagen (Netzwerkfehler).
2026-09-12 18:18:02;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 3/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:18:02;ERR_FALLBACK_DATEN;ERROR;Maximale Wiederholungen erreicht, verwende Fallback-Daten.
2026-09-12 18:18:21;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 1/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:18:31;ERR_NETZWERK_ALLE_VERSUCHE;WARNING;Alle Versuche fehlgeschlagen (Netzwerkfehler).
2026-09-12 18:18:31;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 2/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:18:42;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 3/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:18:42;ERR_FALLBACK_DATEN;ERROR;Maximale Wiederholungen erreicht, verwende Fallback-Daten.
2026-09-12 18:19:01;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 1/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:19:01;ERR_NETZWERK_ALLE_VERSUCHE;WARNING;Alle Versuche fehlgeschlagen (Netzwerkfehler).
2026-09-12 18:19:11;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 2/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:19:21;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 3/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:19:21;ERR_FALLBACK_DATEN;ERROR;Maximale Wiederholungen erreicht, verwende Fallback-Daten.
2026-09-12 18:19:31;ERR_NETZWERK_ALLE_VERSUCHE;WARNING;Alle Versuche fehlgeschlagen (Netzwerkfehler).
2026-09-12 18:19:40;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 1/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:19:51;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 2/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:20:02;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 3/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:20:02;ERR_FALLBACK_DATEN;ERROR;Maximale Wiederholungen erreicht, verwende Fallback-Daten.
2026-09-12 18:20:02;ERR_NETZWERK_ALLE_VERSUCHE;WARNING;Alle Versuche fehlgeschlagen (Netzwerkfehler).
2026-09-12 18:20:21;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 1/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:20:31;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 2/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:20:32;ERR_NETZWERK_ALLE_VERSUCHE;WARNING;Alle Versuche fehlgeschlagen (Netzwerkfehler).
2026-09-12 18:20:41;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 3/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:20:41;ERR_FALLBACK_DATEN;ERROR;Maximale Wiederholungen erreicht, verwende Fallback-Daten.
2026-09-12 18:21:00;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 1/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:21:02;ERR_NETZWERK_ALLE_VERSUCHE;WARNING;Alle Versuche fehlgeschlagen (Netzwerkfehler).
2026-09-12 18:21:11;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 2/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:21:22;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 3/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:21:22;ERR_FALLBACK_DATEN;ERROR;Maximale Wiederholungen erreicht, verwende Fallback-Daten.
2026-09-12 18:21:32;ERR_NETZWERK_ALLE_VERSUCHE;WARNING;Alle Versuche fehlgeschlagen (Netzwerkfehler).
2026-09-12 18:21:41;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 1/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:21:52;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 2/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:22:02;ERR_NETZWERK_ALLE_VERSUCHE;WARNING;Alle Versuche fehlgeschlagen (Netzwerkfehler).
2026-09-12 18:22:03;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 3/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:22:03;ERR_FALLBACK_DATEN;ERROR;Maximale Wiederholungen erreicht, verwende Fallback-Daten.
2026-09-12 18:22:08;ERR_FORECAST;ERROR;Unexpected error in get_solar_forecast: Cannot connect to host api.open-meteo.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:22:08;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 18:22:28;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 1/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:22:32;ERR_NETZWERK_ALLE_VERSUCHE;WARNING;Alle Versuche fehlgeschlagen (Netzwerkfehler).
2026-09-12 18:22:38;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 2/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:22:49;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 3/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:22:49;ERR_FALLBACK_DATEN;ERROR;Maximale Wiederholungen erreicht, verwende Fallback-Daten.
2026-09-12 18:22:54;ERR_FORECAST;ERROR;Unexpected error in get_solar_forecast: Cannot connect to host api.open-meteo.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:22:54;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 18:23:02;ERR_NETZWERK_ALLE_VERSUCHE;WARNING;Alle Versuche fehlgeschlagen (Netzwerkfehler).
2026-09-12 18:23:14;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 1/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:23:25;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 2/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:23:32;ERR_NETZWERK_ALLE_VERSUCHE;WARNING;Alle Versuche fehlgeschlagen (Netzwerkfehler).
2026-09-12 18:23:36;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 3/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:23:36;ERR_FALLBACK_DATEN;ERROR;Maximale Wiederholungen erreicht, verwende Fallback-Daten.
2026-09-12 18:23:41;ERR_FORECAST;ERROR;Unexpected error in get_solar_forecast: Cannot connect to host api.open-meteo.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:23:41;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 18:23:59;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 1/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:24:02;ERR_NETZWERK_ALLE_VERSUCHE;WARNING;Alle Versuche fehlgeschlagen (Netzwerkfehler).
2026-09-12 18:24:10;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 2/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:24:20;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 3/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:24:20;ERR_FALLBACK_DATEN;ERROR;Maximale Wiederholungen erreicht, verwende Fallback-Daten.
2026-09-12 18:24:25;ERR_FORECAST;ERROR;Unexpected error in get_solar_forecast: Cannot connect to host api.open-meteo.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:24:25;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 18:24:32;ERR_NETZWERK_ALLE_VERSUCHE;WARNING;Alle Versuche fehlgeschlagen (Netzwerkfehler).
2026-09-12 18:24:44;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 1/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:24:54;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 2/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:25:01;ERR_NETZWERK_ALLE_VERSUCHE;WARNING;Alle Versuche fehlgeschlagen (Netzwerkfehler).
2026-09-12 18:25:04;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 3/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:25:04;ERR_FALLBACK_DATEN;ERROR;Maximale Wiederholungen erreicht, verwende Fallback-Daten.
2026-09-12 18:25:10;ERR_FORECAST;ERROR;Unexpected error in get_solar_forecast: Cannot connect to host api.open-meteo.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:25:10;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 18:25:28;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 1/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:25:32;ERR_NETZWERK_ALLE_VERSUCHE;WARNING;Alle Versuche fehlgeschlagen (Netzwerkfehler).
2026-09-12 18:25:39;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 2/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:25:50;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 3/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:25:50;ERR_FALLBACK_DATEN;ERROR;Maximale Wiederholungen erreicht, verwende Fallback-Daten.
2026-09-12 18:25:55;ERR_FORECAST;ERROR;Unexpected error in get_solar_forecast: Cannot connect to host api.open-meteo.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:25:55;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 18:26:03;ERR_NETZWERK_ALLE_VERSUCHE;WARNING;Alle Versuche fehlgeschlagen (Netzwerkfehler).
2026-09-12 18:26:14;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 1/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:26:25;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 2/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:26:33;ERR_NETZWERK_ALLE_VERSUCHE;WARNING;Alle Versuche fehlgeschlagen (Netzwerkfehler).
2026-09-12 18:26:35;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 3/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:26:35;ERR_FALLBACK_DATEN;ERROR;Maximale Wiederholungen erreicht, verwende Fallback-Daten.
2026-09-12 18:26:40;ERR_FORECAST;ERROR;Unexpected error in get_solar_forecast: Cannot connect to host api.open-meteo.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:26:40;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 18:26:59;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 1/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:27:03;ERR_NETZWERK_ALLE_VERSUCHE;WARNING;Alle Versuche fehlgeschlagen (Netzwerkfehler).
2026-09-12 18:27:10;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 2/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:27:20;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 3/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:27:20;ERR_FALLBACK_DATEN;ERROR;Maximale Wiederholungen erreicht, verwende Fallback-Daten.
2026-09-12 18:27:24;ERR_FORECAST;ERROR;Unexpected error in get_solar_forecast: Cannot connect to host api.open-meteo.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:27:24;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 18:27:34;ERR_NETZWERK_ALLE_VERSUCHE;WARNING;Alle Versuche fehlgeschlagen (Netzwerkfehler).
2026-09-12 18:27:43;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 1/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:27:54;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 2/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:28:04;ERR_NETZWERK_ALLE_VERSUCHE;WARNING;Alle Versuche fehlgeschlagen (Netzwerkfehler).
2026-09-12 18:28:05;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 3/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:28:05;ERR_FALLBACK_DATEN;ERROR;Maximale Wiederholungen erreicht, verwende Fallback-Daten.
2026-09-12 18:28:10;ERR_FORECAST;ERROR;Unexpected error in get_solar_forecast: Cannot connect to host api.open-meteo.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:28:10;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 18:28:28;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 1/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:28:35;ERR_NETZWERK_ALLE_VERSUCHE;WARNING;Alle Versuche fehlgeschlagen (Netzwerkfehler).
2026-09-12 18:28:38;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 2/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:28:49;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 3/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:28:49;ERR_FALLBACK_DATEN;ERROR;Maximale Wiederholungen erreicht, verwende Fallback-Daten.
2026-09-12 18:28:54;ERR_FORECAST;ERROR;Unexpected error in get_solar_forecast: Cannot connect to host api.open-meteo.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:28:54;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 18:31:22;ERR_HEALTHCHECK;ERROR;Healthcheck-Ping Fehler:  → https://hc-ping.com/a0bb32d9-6bf1-4e1f-859a-4ee95bf48d20/start
2026-09-12 18:31:35;ERR_HEALTHCHECK;ERROR;Healthcheck-Ping Fehler:  → https://hc-ping.com/a0bb32d9-6bf1-4e1f-859a-4ee95bf48d20
2026-09-12 18:32:06;ERR_TELEGRAM_SENDEN;ERROR;Netzwerkfehler beim Senden der Telegram-Nachricht (Versuch 3/3): 
2026-09-12 18:32:31;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 1/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:32:35;ERR_NETZWERK_ALLE_VERSUCHE;WARNING;Alle Versuche fehlgeschlagen (Netzwerkfehler).
2026-09-12 18:32:59;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 2/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:33:25;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 3/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:33:25;ERR_FALLBACK_DATEN;ERROR;Maximale Wiederholungen erreicht, verwende Fallback-Daten.
2026-09-12 18:33:36;ERR_FORECAST;ERROR;Unexpected error in get_solar_forecast: 
2026-09-12 18:33:36;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 18:34:04;ERR_NETZWERK_ALLE_VERSUCHE;WARNING;Alle Versuche fehlgeschlagen (Netzwerkfehler).
2026-09-12 18:34:09;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 1/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:34:37;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 2/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:35:05;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 3/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:35:05;ERR_FALLBACK_DATEN;ERROR;Maximale Wiederholungen erreicht, verwende Fallback-Daten.
2026-09-12 18:35:16;ERR_FORECAST;ERROR;Unexpected error in get_solar_forecast: 
2026-09-12 18:35:16;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 18:35:33;ERR_NETZWERK_ALLE_VERSUCHE;WARNING;Alle Versuche fehlgeschlagen (Netzwerkfehler).
2026-09-12 18:35:53;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 1/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:36:21;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 2/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:36:51;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 3/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:36:51;ERR_FALLBACK_DATEN;ERROR;Maximale Wiederholungen erreicht, verwende Fallback-Daten.
2026-09-12 18:36:57;ERR_NETZWERK_ALLE_VERSUCHE;WARNING;Alle Versuche fehlgeschlagen (Netzwerkfehler).
2026-09-12 18:37:01;ERR_FORECAST;ERROR;Unexpected error in get_solar_forecast: 
2026-09-12 18:37:01;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 18:37:38;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 1/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:38:05;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 2/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:38:26;ERR_NETZWERK_ALLE_VERSUCHE;WARNING;Alle Versuche fehlgeschlagen (Netzwerkfehler).
2026-09-12 18:38:34;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 3/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:38:34;ERR_FALLBACK_DATEN;ERROR;Maximale Wiederholungen erreicht, verwende Fallback-Daten.
2026-09-12 18:38:44;ERR_FORECAST;ERROR;Unexpected error in get_solar_forecast: 
2026-09-12 18:38:44;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 18:39:22;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 1/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:39:52;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 2/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:40:00;ERR_NETZWERK_ALLE_VERSUCHE;WARNING;Alle Versuche fehlgeschlagen (Netzwerkfehler).
2026-09-12 18:40:20;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 3/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:40:20;ERR_FALLBACK_DATEN;ERROR;Maximale Wiederholungen erreicht, verwende Fallback-Daten.
2026-09-12 18:40:30;ERR_FORECAST;ERROR;Unexpected error in get_solar_forecast: 
2026-09-12 18:40:30;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 18:41:08;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 1/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:41:29;ERR_NETZWERK_ALLE_VERSUCHE;WARNING;Alle Versuche fehlgeschlagen (Netzwerkfehler).
2026-09-12 18:41:35;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 2/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:42:00;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 3/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:42:00;ERR_FALLBACK_DATEN;ERROR;Maximale Wiederholungen erreicht, verwende Fallback-Daten.
2026-09-12 18:42:10;ERR_FORECAST;ERROR;Unexpected error in get_solar_forecast: 
2026-09-12 18:42:10;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
