ts;status_ein;regel;modus;blocking;pv_w;soc;feedin_w;forecast_morgen_whqm;soll_c;unten;oben;mittig
2026-09-14 03:02:32;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.8;41.2;27.2
2026-09-14 03:07:41;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.8;41.1;27.2
2026-09-14 03:12:51;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.8;41.1;27.2
2026-09-14 03:18:00;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.8;40.9;27.2
2026-09-14 03:23:09;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.8;40.9;27.2
2026-09-14 03:28:18;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.8;40.9;27.2
2026-09-14 03:33:27;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.8;40.8;27.1
2026-09-14 03:38:36;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.8;40.8;27.1
2026-09-14 03:43:44;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.8;40.7;27.2
2026-09-14 03:48:50;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.8;40.6;27.1
2026-09-14 03:53:59;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.8;40.5;27.1
2026-09-14 03:59:04;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.8;40.4;27.1
2026-09-14 04:04:13;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.8;40.4;27.1
2026-09-14 04:09:22;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.9;40.4;27.1
2026-09-14 04:14:29;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.8;40.3;27.1
2026-09-14 04:19:38;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.9;40.2;27.1
2026-09-14 04:24:47;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.9;40.2;27.1
2026-09-14 04:29:57;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.8;40.1;27.1
2026-09-14 04:35:03;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.9;40.1;27.1
2026-09-14 04:40:12;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.9;40.0;27.1
2026-09-14 04:45:20;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.9;39.9;27.1
2026-09-14 04:50:29;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.8;39.9;27.1
2026-09-14 04:55:34;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.9;39.8;27.1
2026-09-14 05:00:42;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.9;39.8;27.1
2026-09-14 05:05:51;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.9;39.8;27.1
2026-09-14 05:10:57;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.9;39.7;27.0
2026-09-14 05:16:06;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.9;39.6;27.0
2026-09-14 05:21:11;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.9;39.6;27.0
2026-09-14 05:26:19;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.9;39.5;27.0
2026-09-14 05:31:27;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.9;39.4;27.0
2026-09-14 05:36:32;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.9;39.4;27.0
2026-09-14 05:41:41;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.9;39.4;27.0
2026-09-14 05:46:46;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.9;39.3;27.0
2026-09-14 05:51:55;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.9;39.3;27.0
2026-09-14 05:57:03;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.9;39.2;27.0
2026-09-14 06:02:08;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.9;39.2;26.9
2026-09-14 06:07:18;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.9;39.1;26.9
2026-09-14 06:12:26;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.8;39.1;26.9
2026-09-14 06:17:35;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.8;39.1;26.9
2026-09-14 06:22:41;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.6;39.0;26.8
2026-09-14 06:27:49;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.6;38.9;26.7
2026-09-14 06:32:58;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.6;38.8;26.7
2026-09-14 06:38:03;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.6;38.8;26.7
2026-09-14 06:43:12;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.5;38.7;26.6
2026-09-14 06:48:21;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.4;38.6;26.6
2026-09-14 06:53:27;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.4;38.5;26.5
2026-09-14 06:58:35;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.4;38.4;26.6
2026-09-14 07:03:43;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.4;38.3;26.5
2026-09-14 07:08:48;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.4;38.2;26.5
2026-09-14 07:13:57;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.4;38.2;26.5
2026-09-14 07:19:05;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.4;38.1;26.5
2026-09-14 07:24:10;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.4;38.1;26.5
2026-09-14 07:29:18;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.4;38.0;26.5
2026-09-14 07:34:24;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.4;37.9;26.4
2026-09-14 07:39:32;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.4;37.9;26.4
2026-09-14 07:44:40;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.4;37.8;26.5
2026-09-14 07:49:46;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.4;37.8;26.4
2026-09-14 07:54:54;AUS;;Keine Regel aktiv;;0.0;88.0;0.0;;;22.4;37.7;26.4
2026-09-14 08:00:04;AUS;Abweichung;Keine Regel aktiv;;0.0;66.0;0.0;;44.0;22.4;37.6;26.4
2026-09-14 08:05:09;EIN;Abweichung;Abweichung;;0.0;66.0;0.0;;44.0;23.0;37.6;26.4
2026-09-14 08:10:17;EIN;Abweichung;Abweichung;;0.0;67.0;0.0;;44.0;24.6;37.5;26.4
2026-09-14 08:15:23;EIN;Abweichung;Abweichung;;0.0;67.0;0.0;;44.0;25.9;37.4;26.7
2026-09-14 08:20:32;EIN;Abweichung;Abweichung;;0.0;67.0;0.0;;44.0;26.9;37.4;27.3
2026-09-14 08:25:40;EIN;Abweichung;Abweichung;;0.0;67.0;0.0;;44.0;27.6;37.3;27.9
2026-09-14 08:30:45;EIN;Abweichung;Abweichung;;0.0;68.0;0.0;;44.0;28.3;37.3;28.5
2026-09-14 08:35:53;EIN;Abweichung;Abweichung;;0.0;68.0;0.0;;44.0;28.8;37.2;29.1
2026-09-14 08:41:02;EIN;Komfort;Abweichung;;73.0;68.0;73.0;5.0;44.0;29.4;37.2;29.6
2026-09-14 08:46:07;EIN;Abweichung;Komfort;;0.0;68.0;0.0;;44.0;29.9;37.1;30.1
2026-09-14 08:51:15;EIN;Abweichung;Abweichung;;0.0;68.0;0.0;;44.0;30.4;37.1;30.6
2026-09-14 08:56:20;EIN;Abweichung;Abweichung;;0.0;68.0;0.0;;44.0;30.9;37.1;31.1
2026-09-14 09:01:28;EIN;Abweichung;Abweichung;;0.0;68.0;0.0;;44.0;31.4;37.0;31.6
2026-09-14 09:06:34;EIN;Abweichung;Abweichung;;0.0;68.0;0.0;;44.0;31.9;36.9;32.0
2026-09-14 09:11:43;EIN;Abweichung;Abweichung;;0.0;68.0;0.0;;44.0;32.4;36.9;32.4
2026-09-14 09:16:53;EIN;Abweichung;Abweichung;;0.0;69.0;0.0;;44.0;32.8;36.8;32.9
2026-09-14 09:22:03;EIN;Abweichung;Abweichung;;0.0;69.0;0.0;;44.0;33.2;36.8;33.4
2026-09-14 09:27:12;EIN;Abweichung;Abweichung;;0.0;69.0;0.0;;44.0;33.6;36.6;33.8
2026-09-14 09:32:20;EIN;Abweichung;Abweichung;;0.0;70.0;0.0;;44.0;34.1;36.2;34.2
2026-09-14 09:37:28;EIN;Notfallschutz;Notfallschutz;;0.0;70.0;0.0;;44.0;34.5;35.5;34.5
2026-09-14 09:42:33;EIN;Notfallschutz;Notfallschutz;;0.0;71.0;0.0;;44.0;34.8;35.7;34.8
2026-09-14 09:47:42;EIN;Notfallschutz;Notfallschutz;;0.0;72.0;0.0;;44.0;35.1;35.8;35.2
2026-09-14 09:52:47;EIN;Abweichung;Abweichung;;0.0;73.0;0.0;;44.0;35.5;36.2;35.6
2026-09-14 09:57:55;EIN;Abweichung;Abweichung;;0.0;74.0;0.0;;44.0;35.8;36.6;35.8
2026-09-14 10:03:03;AUS;;Keine Regel aktiv;;0.0;76.0;0.0;;44.0;36.2;36.9;36.2
2026-09-14 10:08:08;EIN;Abweichung;Abweichung;;0.0;77.0;0.0;;44.0;35.9;36.9;36.3
2026-09-14 10:13:17;EIN;;Keine Regel aktiv;Keine Regel aktiv, warte auf Mindestlaufzeit (noch 7m);0.0;78.0;0.0;;44.0;36.4;37.2;36.5
2026-09-14 10:18:25;EIN;;Keine Regel aktiv;Keine Regel aktiv, warte auf Mindestlaufzeit (noch 2m);0.0;80.0;0.0;;44.0;36.6;37.4;36.8
2026-09-14 10:23:31;AUS;;Keine Regel aktiv;;0.0;81.0;0.0;;44.0;36.8;37.8;37.1
2026-09-14 10:28:39;AUS;;Keine Regel aktiv;;0.0;83.0;0.0;;44.0;36.5;37.8;37.2
2026-09-14 10:33:47;AUS;AdaptivePV;Keine Regel aktiv;;1336.0;86.0;1336.0;5.0;44.0;36.3;37.8;37.2
2026-09-14 10:38:53;EIN;AdaptivePV;AdaptivePV;;267.0;89.0;267.0;5.0;44.0;36.9;38.0;37.2
2026-09-14 10:43:58;EIN;AdaptivePV;AdaptivePV;;4789.0;90.0;4789.0;5.0;44.0;37.3;38.1;37.6
2026-09-14 10:49:07;EIN;AdaptivePV;AdaptivePV;;4389.0;90.0;4389.0;5.0;44.0;37.5;38.4;37.9
2026-09-14 10:54:13;EIN;AdaptivePV;AdaptivePV;;5934.0;90.0;5934.0;5.0;44.0;37.6;38.8;38.1
2026-09-14 10:59:22;EIN;AdaptivePV;AdaptivePV;;3215.0;90.0;3215.0;5.0;44.0;38.1;39.1;38.4
2026-09-14 11:04:30;EIN;Einspeisung;AdaptivePV;;7568.0;90.0;7568.0;5.0;44.0;38.4;39.3;38.8
2026-09-14 11:09:35;EIN;AdaptivePV;Einspeisung;;6321.0;90.0;6321.0;5.0;44.0;38.8;39.6;39.1
2026-09-14 11:14:44;EIN;Einspeisung;AdaptivePV;;7690.0;90.0;7690.0;5.0;44.0;38.9;39.9;39.4
2026-09-14 11:19:52;EIN;Batterie;Einspeisung;;144.0;89.0;144.0;5.0;44.0;39.2;40.2;39.6
2026-09-14 11:24:57;EIN;AdaptivePV;Batterie;;150.0;89.0;150.0;5.0;44.0;39.6;40.4;39.9
2026-09-14 11:30:05;EIN;Batterie;AdaptivePV;;0.0;89.0;0.0;;44.0;39.4;40.8;40.2
2026-09-14 11:35:15;EIN;AdaptivePV;Batterie;;1521.0;90.0;1521.0;5.0;44.0;39.6;41.0;40.4
2026-09-14 11:40:20;EIN;AdaptivePV;AdaptivePV;;2641.0;90.0;2641.0;5.0;44.0;40.1;41.2;40.7
2026-09-14 11:45:29;EIN;AdaptivePV;AdaptivePV;;6494.0;90.0;6494.0;5.0;44.0;40.5;41.5;41.0
2026-09-14 11:50:37;EIN;AdaptivePV;AdaptivePV;;4699.0;90.0;4699.0;5.0;44.0;40.9;41.8;41.2
2026-09-14 11:55:42;EIN;Batterie;AdaptivePV;;0.0;89.0;0.0;;44.0;41.2;42.1;41.6
2026-09-14 12:00:51;EIN;Einspeisung;Batterie;;7569.0;90.0;7569.0;5.0;44.0;41.6;42.2;41.9
2026-09-14 12:06:00;EIN;AdaptivePV;Einspeisung;;2143.0;90.0;2143.0;5.0;44.0;42.0;42.6;42.2
2026-09-14 12:11:09;EIN;AdaptivePV;AdaptivePV;;823.0;90.0;823.0;5.0;44.0;42.3;43.0;42.5
2026-09-14 12:16:14;EIN;Batterie;AdaptivePV;;148.0;89.0;148.0;5.0;44.0;42.6;43.3;42.9
2026-09-14 12:21:22;EIN;AdaptivePV;Batterie;;903.0;90.0;903.0;5.0;44.0;43.0;43.6;43.2
2026-09-14 12:26:29;EIN;Einspeisung;AdaptivePV;;7565.0;90.0;7565.0;5.0;44.0;43.2;43.9;43.5
2026-09-14 12:31:37;EIN;Einspeisung;Einspeisung;;7566.0;90.0;7566.0;5.0;44.0;43.7;44.2;43.8
2026-09-14 12:36:42;EIN;Einspeisung;Einspeisung;;7567.0;90.0;7567.0;5.0;44.0;43.9;44.5;44.2
2026-09-14 12:41:50;EIN;Einspeisung;Einspeisung;;7570.0;90.0;7570.0;;44.0;44.3;44.9;44.4
2026-09-14 12:46:58;EIN;Einspeisung;Einspeisung;;7568.0;90.0;7568.0;;44.0;44.6;45.1;44.8
2026-09-14 12:52:03;EIN;Einspeisung;Einspeisung;;6966.0;90.0;6966.0;;44.0;45.0;45.4;45.1
2026-09-14 12:57:11;EIN;Einspeisung;Einspeisung;;7571.0;90.0;7571.0;;44.0;45.2;45.8;45.4
2026-09-14 13:02:20;EIN;Einspeisung;Einspeisung;;7565.0;90.0;7565.0;;44.0;45.5;46.1;45.7
2026-09-14 13:07:25;EIN;Einspeisung;Einspeisung;;7578.0;90.0;7578.0;;44.0;45.9;46.4;45.9
2026-09-14 13:12:33;EIN;Einspeisung;Einspeisung;;7558.0;90.0;7558.0;;44.0;46.1;46.7;46.3
2026-09-14 13:17:38;EIN;Einspeisung;Einspeisung;;7569.0;90.0;7569.0;;44.0;46.5;46.9;46.6
2026-09-14 13:22:46;EIN;Einspeisung;Einspeisung;;7558.0;90.0;7558.0;;44.0;46.7;47.2;46.9
2026-09-14 13:27:52;EIN;Einspeisung;Einspeisung;;6803.0;90.0;6803.0;;44.0;47.0;47.6;47.2
2026-09-14 13:33:00;EIN;Einspeisung;Einspeisung;;7568.0;90.0;7568.0;;44.0;47.3;47.8;47.5
2026-09-14 13:38:09;EIN;Einspeisung;Einspeisung;;7582.0;90.0;7582.0;;44.0;47.7;48.2;47.8
2026-09-14 13:43:15;EIN;Einspeisung;Einspeisung;;7535.0;90.0;7535.0;;44.0;47.9;48.4;48.1
2026-09-14 13:48:24;AUS;Batterie;Einspeisung;Boiler-Max-Naehe (unten 47.9C, mittig 48.3C, Einschalten ers;7535.0;90.0;5233.0;;44.0;47.9;48.7;48.3
2026-09-14 13:53:26;AUS;Batterie;Batterie;Boiler-Max-Naehe (unten 47.7C, mittig 48.2C, Einschalten ers;7535.0;90.0;2910.0;;44.0;47.7;48.7;48.2
2026-09-14 13:58:31;AUS;Batterie;Batterie;Boiler-Max-Naehe (unten 47.4C, mittig 48.2C, Einschalten ers;7535.0;90.0;3178.0;;44.0;47.4;48.7;48.2
2026-09-14 14:03:39;AUS;Batterie;Batterie;Boiler-Max-Naehe (unten 47.2C, mittig 48.2C, Einschalten ers;7535.0;90.0;7119.0;;44.0;47.2;48.8;48.2
2026-09-14 14:08:49;AUS;Komfort;Komfort;Boiler-Max-Naehe (unten 46.9C, mittig 48.2C, Einschalten ers;7535.0;90.0;4532.0;;44.0;46.9;48.8;48.2
2026-09-14 14:13:55;AUS;Komfort;Komfort;Boiler-Max-Naehe (unten 46.7C, mittig 48.2C, Einschalten ers;7535.0;90.0;3359.0;;44.0;46.7;48.8;48.2
2026-09-14 14:19:05;AUS;Komfort;Komfort;Boiler-Max-Naehe (unten 46.4C, mittig 48.2C, Einschalten ers;7535.0;90.0;2730.0;;44.0;46.4;48.7;48.2
2026-09-14 14:24:14;AUS;Einspeisung;Komfort;Boiler-Max-Naehe (unten 46.1C, mittig 48.2C, Einschalten ers;7535.0;90.0;7588.0;;44.0;46.1;48.7;48.2
2026-09-14 14:29:23;EIN;Einspeisung;Einspeisung;;7573.0;90.0;7573.0;;44.0;46.2;48.7;48.2
2026-09-14 14:34:28;EIN;Einspeisung;Einspeisung;;7568.0;90.0;7568.0;;44.0;47.8;48.8;48.3
2026-09-14 14:39:39;AUS;Einspeisung;Einspeisung;Min. Pause (noch 0m 31s);7568.0;90.0;7570.0;;44.0;45.2;48.9;48.6
2026-09-14 14:43:26;AUS;Einspeisung;;;7570.0;90.0;7570.0;;44.0;44.6;49.0;48.6
2026-09-14 14:48:32;EIN;Einspeisung;Einspeisung;;7568.0;90.0;7568.0;;44.0;44.6;49.0;48.6
