ts;status_ein;regel;modus;blocking;pv_w;soc;feedin_w;forecast_morgen_whqm;soll_c;unten;oben;mittig
2026-09-08 06:12:08;AUS;;Keine Regel aktiv;;;;;;;24.6;48.2;42.4
2026-09-08 06:17:13;AUS;;Keine Regel aktiv;;;;;;;24.7;48.2;42.4
2026-09-08 06:22:22;AUS;;Keine Regel aktiv;;;;;;;24.7;48.2;42.3
2026-09-08 06:27:27;AUS;;Keine Regel aktiv;;;;;;;24.7;48.1;42.4
2026-09-08 06:32:36;AUS;;Keine Regel aktiv;;;;;;;24.7;48.1;42.2
2026-09-08 06:37:44;AUS;;Keine Regel aktiv;;;;;;;24.8;48.1;42.2
2026-09-08 06:42:49;AUS;;Keine Regel aktiv;;;;;;;24.8;48.1;42.2
2026-09-08 06:47:58;AUS;;Keine Regel aktiv;;;;;;;24.8;48.1;42.2
2026-09-08 06:53:03;AUS;;Keine Regel aktiv;;;;;;;24.8;48.1;42.1
2026-09-08 06:58:12;AUS;;Keine Regel aktiv;;;;;;;24.8;48.1;42.1
2026-09-08 07:03:19;AUS;;Keine Regel aktiv;;;;;;;24.8;48.1;42.1
2026-09-08 07:08:27;AUS;;Keine Regel aktiv;;;;;;;24.8;48.1;42.1
2026-09-08 07:13:33;AUS;;Keine Regel aktiv;;;;;;;24.8;48.0;42.1
2026-09-08 07:18:42;AUS;;Keine Regel aktiv;;;;;;;24.9;48.0;42.1
2026-09-08 07:23:51;AUS;;Keine Regel aktiv;;;;;;;24.9;48.0;42.0
2026-09-08 07:29:00;AUS;;Keine Regel aktiv;;;;;;;24.9;48.0;41.9
2026-09-08 07:34:09;AUS;;Keine Regel aktiv;;;;;;;24.8;48.0;41.9
2026-09-08 07:39:18;AUS;;Keine Regel aktiv;;;;;;;24.9;47.9;41.9
2026-09-08 07:44:25;AUS;;Keine Regel aktiv;;;;;;;24.9;47.9;41.9
2026-09-08 07:49:33;AUS;;Keine Regel aktiv;;;;;;;24.9;47.9;41.9
2026-09-08 07:54:41;AUS;;Keine Regel aktiv;;;;;;;24.9;47.9;41.9
2026-09-08 07:59:48;AUS;;Keine Regel aktiv;;;;;;;24.9;47.9;41.8
2026-09-08 08:04:56;EIN;Abweichung;Abweichung;;0.0;70.0;0.0;;44.0;25.8;47.9;41.8
2026-09-08 08:10:05;EIN;Abweichung;Abweichung;;0.0;71.0;0.0;;44.0;28.2;47.9;41.8
2026-09-08 08:15:10;EIN;Abweichung;Abweichung;;0.0;71.0;0.0;;44.0;30.3;47.9;41.8
2026-09-08 08:20:18;EIN;Abweichung;Abweichung;;0.0;72.0;0.0;;44.0;32.2;47.9;41.7
2026-09-08 08:25:23;EIN;Abweichung;Abweichung;;0.0;74.0;0.0;;44.0;33.8;47.9;41.6
2026-09-08 08:30:31;EIN;Abweichung;Abweichung;;0.0;75.0;0.0;;44.0;35.2;47.8;41.6
2026-09-08 08:35:40;EIN;Abweichung;Abweichung;;0.0;76.0;0.0;;44.0;36.6;47.8;41.2
2026-09-08 08:40:44;EIN;Abweichung;Abweichung;;0.0;77.0;0.0;;44.0;37.8;47.8;40.8
2026-09-08 08:45:52;EIN;Abweichung;Abweichung;;0.0;78.0;0.0;;44.0;38.9;47.8;40.8
2026-09-08 08:50:58;AUS;;Keine Regel aktiv;;0.0;79.0;0.0;;44.0;39.4;47.8;41.0
2026-09-08 08:56:06;AUS;;Keine Regel aktiv;;0.0;81.0;0.0;;44.0;39.2;47.8;41.1
2026-09-08 09:01:15;EIN;;Keine Regel aktiv;Keine Regel aktiv, warte auf Mindestlaufzeit (noch 12m);0.0;83.0;0.0;;44.0;39.2;47.8;41.1
2026-09-08 09:06:23;EIN;;Keine Regel aktiv;Keine Regel aktiv, warte auf Mindestlaufzeit (noch 7m);0.0;84.0;0.0;;44.0;40.4;47.8;41.6
2026-09-08 09:11:28;EIN;;Keine Regel aktiv;Keine Regel aktiv, warte auf Mindestlaufzeit (noch 2m);0.0;86.0;0.0;;44.0;41.4;47.8;42.2
2026-09-08 09:16:36;AUS;Komfort;Komfort;;0.0;88.0;0.0;;44.0;42.1;47.7;42.9
2026-09-08 09:21:46;AUS;AdaptivePV;Keine Regel aktiv;;3255.0;90.0;3255.0;2.0;44.0;41.2;47.7;43.0
2026-09-08 09:26:51;EIN;AdaptivePV;AdaptivePV;;2884.0;90.0;2884.0;2.0;44.0;40.6;47.7;43.1
2026-09-08 09:31:59;EIN;AdaptivePV;AdaptivePV;;2940.0;90.0;2940.0;2.0;44.0;40.0;47.7;43.2
2026-09-08 09:37:07;EIN;AdaptivePV;AdaptivePV;;654.0;90.0;654.0;2.0;44.0;41.9;47.6;43.5
2026-09-08 09:42:12;EIN;AdaptivePV;AdaptivePV;;1526.0;90.0;1526.0;2.0;44.0;43.0;47.6;43.9
2026-09-08 09:47:21;EIN;AdaptivePV;AdaptivePV;;3324.0;90.0;3324.0;2.0;44.0;43.8;47.6;44.5
2026-09-08 09:52:27;EIN;AdaptivePV;AdaptivePV;;3440.0;90.0;3440.0;;44.0;44.5;47.6;45.1
2026-09-08 09:57:36;EIN;AdaptivePV;AdaptivePV;;3857.0;90.0;3857.0;;44.0;45.1;47.6;45.6
2026-09-08 10:02:44;EIN;AdaptivePV;AdaptivePV;;3973.0;90.0;3973.0;;44.0;45.4;47.6;46.1
2026-09-08 10:07:49;EIN;AdaptivePV;AdaptivePV;;4203.0;90.0;4203.0;;44.0;45.9;47.6;46.5
2026-09-08 10:12:58;EIN;AdaptivePV;AdaptivePV;;4363.0;90.0;4363.0;;44.0;46.4;47.5;46.8
2026-09-08 10:18:03;EIN;AdaptivePV;AdaptivePV;;4336.0;90.0;4336.0;;44.0;46.8;47.7;47.2
2026-09-08 10:23:11;EIN;AdaptivePV;AdaptivePV;;4609.0;90.0;4609.0;;44.0;47.2;47.9;47.5
2026-09-08 10:28:19;EIN;AdaptivePV;AdaptivePV;;4779.0;90.0;4779.0;;44.0;47.3;48.2;47.8
2026-09-08 10:33:24;EIN;AdaptivePV;AdaptivePV;;4994.0;90.0;4994.0;;44.0;47.2;48.4;48.1
2026-09-08 10:38:33;EIN;AdaptivePV;AdaptivePV;;5203.0;90.0;5203.0;;44.0;47.6;48.7;48.3
2026-09-08 10:43:38;AUS;Batterie;Batterie;Boiler-Max-Naehe (unten 47.4C, Einschalten erst < 46.0C);5203.0;90.0;5178.0;;44.0;47.4;48.8;48.5
2026-09-08 10:48:47;AUS;Komfort;Komfort;Boiler-Max-Naehe (unten 46.7C, Einschalten erst < 46.0C);5203.0;90.0;5852.0;;44.0;46.7;48.8;48.5
2026-09-08 10:53:56;AUS;Komfort;Komfort;Boiler-Max-Naehe (unten 46.1C, Einschalten erst < 46.0C);5203.0;90.0;6236.0;;44.0;46.1;48.8;48.4
2026-09-08 10:59:03;AUS;Komfort;Komfort;;5203.0;90.0;6381.0;;44.0;45.7;48.8;48.4
2026-09-08 11:04:10;AUS;Komfort;Komfort;;5203.0;90.0;6402.0;;44.0;45.2;48.8;48.4
2026-09-08 11:09:18;EIN;AdaptivePV;AdaptivePV;;6249.0;90.0;6249.0;2.0;44.0;43.9;48.8;48.4
2026-09-08 11:14:23;EIN;AdaptivePV;AdaptivePV;;6401.0;90.0;6401.0;2.0;44.0;43.4;48.8;48.4
2026-09-08 11:19:32;EIN;Einspeisung;AdaptivePV;;6507.0;90.0;6507.0;2.0;44.0;40.2;48.8;48.4
2026-09-08 11:24:38;EIN;Einspeisung;Einspeisung;;6599.0;90.0;6599.0;2.0;44.0;43.1;48.8;48.4
2026-09-08 11:29:47;EIN;Einspeisung;Einspeisung;;6685.0;90.0;6685.0;;44.0;45.6;48.9;48.4
2026-09-08 11:34:55;EIN;Einspeisung;Einspeisung;;6756.0;90.0;6756.0;;44.0;47.2;48.9;48.6
2026-09-08 11:40:01;EIN;AdaptivePV;Einspeisung;;3106.0;90.0;3106.0;;44.0;46.9;49.1;48.8
2026-09-08 11:45:09;EIN;AdaptivePV;AdaptivePV;;4548.0;90.0;4548.0;;44.0;47.2;49.2;48.9
2026-09-08 11:50:14;EIN;Einspeisung;AdaptivePV;;6576.0;90.0;6576.0;;44.0;46.4;49.4;49.0
2026-09-08 11:55:23;EIN;Einspeisung;Einspeisung;;7027.0;90.0;7027.0;;44.0;47.8;49.5;49.1
2026-09-08 12:00:28;AUS;Einspeisung;Einspeisung;Boiler-Max-Naehe (unten 48.0C, Einschalten erst < 46.0C);7027.0;90.0;7673.0;;44.0;48.0;49.6;49.2
2026-09-08 12:05:37;AUS;Einspeisung;Einspeisung;Boiler-Max-Naehe (unten 47.4C, Einschalten erst < 46.0C);7027.0;90.0;7792.0;;44.0;47.4;49.6;49.2
2026-09-08 12:10:45;AUS;Einspeisung;Einspeisung;Boiler-Max-Naehe (unten 46.5C, Einschalten erst < 46.0C);7027.0;90.0;7848.0;;44.0;46.5;49.6;49.2
2026-09-08 12:15:49;EIN;AdaptivePV;Einspeisung;;5051.0;90.0;5051.0;;44.0;46.6;49.6;49.2
2026-09-08 12:20:58;EIN;Einspeisung;Einspeisung;Regel 'Einspeisung' sagt AUS, warte auf Mindestlaufzeit (noc;5051.0;90.0;6803.0;;44.0;48.2;49.8;49.4
2026-09-08 12:26:07;AUS;Einspeisung;Einspeisung;Boiler-Max-Naehe (unten 48.5C, Einschalten erst < 46.0C);5051.0;90.0;6989.0;;44.0;48.5;49.8;49.5
2026-09-08 12:31:12;AUS;Einspeisung;Einspeisung;Boiler-Max-Naehe (unten 48.0C, Einschalten erst < 46.0C);5051.0;90.0;7568.0;;44.0;48.0;49.8;49.5
2026-09-08 12:36:21;AUS;Einspeisung;Einspeisung;Boiler-Max-Naehe (unten 47.4C, Einschalten erst < 46.0C);5051.0;90.0;7568.0;;44.0;47.4;49.8;49.4
2026-09-08 12:41:29;EIN;Einspeisung;Einspeisung;;7568.0;90.0;7568.0;3.0;44.0;41.3;49.8;49.4
2026-09-08 12:46:34;EIN;Einspeisung;Einspeisung;;7421.0;90.0;7421.0;3.0;44.0;39.4;49.8;49.4
2026-09-08 12:51:42;EIN;Einspeisung;Einspeisung;;7499.0;90.0;7499.0;3.0;44.0;42.4;49.8;49.4
2026-09-08 12:56:50;EIN;Einspeisung;Einspeisung;;7608.0;90.0;7608.0;3.0;44.0;42.9;49.8;49.4
2026-09-08 13:01:56;EIN;Einspeisung;Einspeisung;;7541.0;90.0;7541.0;;44.0;45.3;49.8;49.3
2026-09-08 13:07:04;EIN;Einspeisung;Einspeisung;;7597.0;90.0;7597.0;;44.0;47.8;49.9;49.4
2026-09-08 13:12:14;AUS;Einspeisung;Einspeisung;Boiler-Max-Naehe (unten 48.2C, Einschalten erst < 46.0C);7597.0;90.0;7583.0;;44.0;48.2;49.9;49.6
2026-09-08 13:17:19;AUS;Einspeisung;Einspeisung;Boiler-Max-Naehe (unten 47.7C, Einschalten erst < 46.0C);7597.0;90.0;7622.0;;44.0;47.7;49.9;49.6
2026-09-08 13:22:27;AUS;Batterie;Einspeisung;Boiler-Max-Naehe (unten 47.2C, Einschalten erst < 46.0C);7597.0;90.0;5422.0;;44.0;47.2;49.9;49.6
2026-09-08 13:27:35;AUS;Einspeisung;Komfort;Boiler-Max-Naehe (unten 46.6C, Einschalten erst < 46.0C);7597.0;90.0;7566.0;;44.0;46.6;49.9;49.5
2026-09-08 13:32:40;AUS;Einspeisung;Einspeisung;Boiler-Max-Naehe (unten 46.1C, Einschalten erst < 46.0C);7597.0;90.0;7568.0;;44.0;46.1;49.9;49.5
2026-09-08 13:37:49;EIN;Einspeisung;Einspeisung;;7569.0;90.0;7569.0;;44.0;46.1;49.9;49.5
2026-09-08 13:42:55;EIN;Einspeisung;Einspeisung;Regel 'Einspeisung' sagt AUS, warte auf Mindestlaufzeit (noc;7569.0;90.0;7577.0;;44.0;48.4;50.0;49.6
2026-09-08 13:48:08;AUS;Einspeisung;Einspeisung;Boiler-Max-Naehe (unten 48.6C, Einschalten erst < 46.0C);7569.0;90.0;7569.0;;44.0;48.6;50.1;49.7
2026-09-08 13:53:14;AUS;Einspeisung;Einspeisung;Boiler-Max-Naehe (unten 48.1C, Einschalten erst < 46.0C);7569.0;90.0;5957.0;;44.0;48.1;50.0;49.7
2026-09-08 13:58:23;AUS;Batterie;Batterie;Boiler-Max-Naehe (unten 47.6C, Einschalten erst < 46.0C);7569.0;90.0;6245.0;;44.0;47.6;50.1;49.6
2026-09-08 14:03:31;AUS;Batterie;Batterie;Boiler-Max-Naehe (unten 47.1C, Einschalten erst < 46.0C);7569.0;90.0;6145.0;;44.0;47.1;50.1;49.6
2026-09-08 14:08:37;AUS;Einspeisung;Komfort;Boiler-Max-Naehe (unten 46.8C, Einschalten erst < 46.0C);7569.0;90.0;7579.0;;44.0;46.8;50.1;49.6
2026-09-08 14:13:45;AUS;Einspeisung;Einspeisung;Boiler-Max-Naehe (unten 46.4C, Einschalten erst < 46.0C);7569.0;90.0;7569.0;;44.0;46.4;50.0;49.6
2026-09-08 14:18:53;AUS;Einspeisung;Einspeisung;Boiler-Max-Naehe (unten 46.1C, Einschalten erst < 46.0C);7569.0;90.0;7565.0;;44.0;46.1;50.0;49.6
2026-09-08 14:23:59;EIN;Einspeisung;Einspeisung;;7563.0;90.0;7563.0;;44.0;46.4;50.0;49.6
2026-09-08 14:29:08;EIN;Einspeisung;Einspeisung;Regel 'Einspeisung' sagt AUS, warte auf Mindestlaufzeit (noc;7563.0;90.0;7571.0;;44.0;48.6;50.1;49.6
2026-09-08 14:34:16;AUS;Einspeisung;Einspeisung;Boiler-Maximum-Kuehlphase (unten 49.1C, Einschalten erst <= ;7563.0;90.0;7455.0;;44.0;49.1;50.2;49.8
2026-09-08 14:39:21;AUS;Einspeisung;Einspeisung;Boiler-Maximum-Kuehlphase (unten 48.8C, Einschalten erst <= ;7563.0;90.0;7564.0;;44.0;48.8;50.2;49.8
2026-09-08 14:44:30;AUS;Einspeisung;Einspeisung;Boiler-Maximum-Kuehlphase (unten 48.4C, Einschalten erst <= ;7563.0;90.0;7567.0;;44.0;48.4;50.2;49.8
2026-09-08 14:49:34;AUS;Einspeisung;Einspeisung;Boiler-Maximum-Kuehlphase (unten 48.1C, Einschalten erst <= ;7563.0;90.0;7569.0;;44.0;48.1;50.2;49.8
2026-09-08 14:54:43;AUS;Einspeisung;Einspeisung;Boiler-Maximum-Kuehlphase (unten 47.7C, Einschalten erst <= ;7563.0;90.0;7570.0;;44.0;47.7;50.2;49.8
2026-09-08 14:59:52;AUS;Einspeisung;Einspeisung;Boiler-Maximum-Kuehlphase (unten 47.4C, Einschalten erst <= ;7563.0;90.0;7568.0;;44.0;47.4;50.2;49.8
2026-09-08 15:05:01;AUS;Einspeisung;Einspeisung;Boiler-Maximum-Kuehlphase (unten 47.1C, Einschalten erst <= ;7563.0;90.0;7569.0;;44.0;47.1;50.2;49.8
2026-09-08 15:10:07;AUS;Einspeisung;Einspeisung;Boiler-Max-Naehe (unten 46.9C, Einschalten erst < 46.0C);7563.0;90.0;7738.0;;44.0;46.9;50.2;49.8
2026-09-08 15:15:17;AUS;Einspeisung;Einspeisung;Boiler-Max-Naehe (unten 46.6C, Einschalten erst < 46.0C);7563.0;90.0;7520.0;;44.0;46.6;50.1;49.8
2026-09-08 15:20:26;AUS;Komfort;Einspeisung;Boiler-Max-Naehe (unten 46.4C, Einschalten erst < 46.0C);7563.0;90.0;7326.0;;44.0;46.4;50.1;49.7
2026-09-08 15:25:35;AUS;Komfort;Komfort;Boiler-Max-Naehe (unten 46.1C, Einschalten erst < 46.0C);7563.0;90.0;7467.0;;44.0;46.1;50.1;49.7
2026-09-08 15:30:40;AUS;Komfort;Komfort;;7563.0;90.0;7357.0;;44.0;45.9;50.1;49.7
2026-09-08 15:35:50;AUS;Komfort;Komfort;;7563.0;90.0;7269.0;;44.0;45.8;50.1;49.6
2026-09-08 15:41:00;AUS;Komfort;Komfort;;7563.0;90.0;7182.0;;44.0;45.6;50.1;49.7
2026-09-08 15:46:08;AUS;Komfort;Komfort;;7563.0;90.0;7082.0;;44.0;45.4;50.1;49.6
2026-09-08 15:51:17;AUS;Komfort;Komfort;;7563.0;90.0;6952.0;;44.0;45.2;50.1;49.6
2026-09-08 15:56:22;AUS;Komfort;Komfort;;7563.0;90.0;6831.0;;44.0;45.1;50.1;49.6
2026-09-08 16:01:31;EIN;AdaptivePV;Einspeisung;;6059.0;90.0;6059.0;;44.0;45.4;50.1;49.6
2026-09-08 16:06:36;EIN;AdaptivePV;AdaptivePV;;4088.0;90.0;4088.0;;44.0;47.7;50.1;49.6
2026-09-08 16:11:45;AUS;Einspeisung;Einspeisung;Boiler-Max-Naehe (unten 49.0C, Einschalten erst < 46.0C);4088.0;90.0;4519.0;;44.0;49.0;50.1;49.7
2026-09-08 16:16:53;AUS;Einspeisung;Einspeisung;Boiler-Max-Naehe (unten 48.8C, Einschalten erst < 46.0C);4088.0;90.0;5748.0;;44.0;48.8;50.1;49.8
2026-09-08 16:21:58;AUS;Einspeisung;Einspeisung;Boiler-Max-Naehe (unten 48.4C, Einschalten erst < 46.0C);4088.0;90.0;4290.0;;44.0;48.4;50.1;49.8
2026-09-08 16:27:06;AUS;Einspeisung;Einspeisung;Boiler-Max-Naehe (unten 48.1C, Einschalten erst < 46.0C);4088.0;90.0;5849.0;;44.0;48.1;50.1;49.8
2026-09-08 16:32:15;AUS;Batterie;Batterie;Boiler-Max-Naehe (unten 47.8C, Einschalten erst < 46.0C);4088.0;90.0;5746.0;;44.0;47.8;50.1;49.7
2026-09-08 16:37:20;AUS;Batterie;Batterie;Boiler-Max-Naehe (unten 47.6C, Einschalten erst < 46.0C);4088.0;90.0;5561.0;;44.0;47.6;50.1;49.7
2026-09-08 16:42:28;AUS;Batterie;Batterie;Boiler-Max-Naehe (unten 47.3C, Einschalten erst < 46.0C);4088.0;90.0;5423.0;;44.0;47.3;50.1;49.7
2026-09-08 16:47:33;AUS;Batterie;Batterie;Boiler-Max-Naehe (unten 47.0C, Einschalten erst < 46.0C);4088.0;90.0;5215.0;;44.0;47.0;50.1;49.7
2026-09-08 16:52:41;AUS;Komfort;Komfort;Boiler-Max-Naehe (unten 46.8C, Einschalten erst < 46.0C);4088.0;90.0;5006.0;;44.0;46.8;50.1;49.6
2026-09-08 16:57:49;AUS;Komfort;Komfort;Boiler-Max-Naehe (unten 46.6C, Einschalten erst < 46.0C);4088.0;90.0;4837.0;;44.0;46.6;50.1;49.6
2026-09-08 17:02:55;AUS;Komfort;Komfort;Boiler-Max-Naehe (unten 46.4C, Einschalten erst < 46.0C);4088.0;90.0;4675.0;;44.0;46.4;50.0;49.6
2026-09-08 17:08:04;AUS;Komfort;Komfort;Boiler-Max-Naehe (unten 46.2C, Einschalten erst < 46.0C);4088.0;90.0;4500.0;;44.0;46.2;50.1;49.6
2026-09-08 17:13:10;AUS;Komfort;Komfort;Boiler-Max-Naehe (unten 46.1C, Einschalten erst < 46.0C);4088.0;90.0;4323.0;;44.0;46.1;50.1;49.6
2026-09-08 17:18:19;AUS;Komfort;Komfort;;4088.0;90.0;4110.0;;44.0;45.9;50.1;49.6
2026-09-08 17:23:28;AUS;Komfort;Komfort;;4088.0;90.0;3968.0;;44.0;45.8;50.0;49.6
2026-09-08 17:28:33;AUS;Komfort;Komfort;;4088.0;90.0;3805.0;;44.0;45.6;50.0;49.6
2026-09-08 17:33:43;AUS;Komfort;Komfort;;4088.0;90.0;3628.0;;44.0;45.4;50.0;49.5
2026-09-08 17:38:52;AUS;Komfort;Komfort;;4088.0;90.0;3462.0;;44.0;45.2;50.0;49.5
2026-09-08 17:44:01;AUS;Komfort;Komfort;;4088.0;90.0;3288.0;;44.0;45.1;50.0;49.5
2026-09-08 17:49:10;EIN;AdaptivePV;AdaptivePV;;3124.0;89.0;3124.0;;44.0;44.9;49.9;49.5
2026-09-08 17:54:20;EIN;AdaptivePV;AdaptivePV;;2294.0;90.0;2294.0;;44.0;46.7;49.9;49.4
2026-09-08 17:59:30;AUS;Einspeisung;Einspeisung;Boiler-Max-Naehe (unten 48.8C, Einschalten erst < 46.0C);2294.0;90.0;2684.0;;44.0;48.8;50.0;49.6
2026-09-08 18:04:38;AUS;Einspeisung;Einspeisung;Boiler-Max-Naehe (unten 48.8C, Einschalten erst < 46.0C);2294.0;90.0;2565.0;;44.0;48.8;50.0;49.6
2026-09-08 18:09:45;AUS;Einspeisung;Einspeisung;Boiler-Max-Naehe (unten 48.5C, Einschalten erst < 46.0C);2294.0;90.0;2418.0;;44.0;48.5;50.0;49.6
2026-09-08 18:14:53;AUS;Einspeisung;Einspeisung;Boiler-Max-Naehe (unten 48.2C, Einschalten erst < 46.0C);2294.0;90.0;2286.0;;44.0;48.2;49.9;49.6
2026-09-08 18:20:02;AUS;Batterie;Batterie;Boiler-Max-Naehe (unten 47.9C, Einschalten erst < 46.0C);2294.0;90.0;2113.0;;44.0;47.9;50.0;49.6
2026-09-08 18:25:09;AUS;Batterie;Batterie;Boiler-Max-Naehe (unten 47.7C, Einschalten erst < 46.0C);2294.0;90.0;1911.0;;44.0;47.7;50.0;49.6
2026-09-08 18:30:19;AUS;Batterie;Batterie;Boiler-Max-Naehe (unten 47.4C, Einschalten erst < 46.0C);2294.0;90.0;1727.0;;44.0;47.4;50.0;49.6
2026-09-08 18:35:28;AUS;Batterie;Batterie;Boiler-Max-Naehe (unten 47.1C, Einschalten erst < 46.0C);2294.0;90.0;1564.0;;44.0;47.1;50.0;49.5
2026-09-08 18:40:34;AUS;Komfort;Komfort;Boiler-Max-Naehe (unten 46.9C, Einschalten erst < 46.0C);2294.0;90.0;1399.0;;44.0;46.9;49.9;49.5
2026-09-08 18:45:43;AUS;Komfort;Komfort;Boiler-Max-Naehe (unten 46.8C, Einschalten erst < 46.0C);2294.0;90.0;1151.0;;44.0;46.8;49.9;49.5
2026-09-08 18:50:53;AUS;Komfort;Komfort;Boiler-Max-Naehe (unten 46.6C, Einschalten erst < 46.0C);2294.0;90.0;985.0;;44.0;46.6;49.9;49.5
2026-09-08 18:56:01;AUS;Komfort;Komfort;Boiler-Max-Naehe (unten 46.4C, Einschalten erst < 46.0C);2294.0;90.0;90.0;;44.0;46.4;49.9;49.5
2026-09-08 19:01:06;AUS;Abweichung;Abweichung;;2294.0;90.0;90.0;;44.0;45.2;49.9;49.4
2026-09-08 19:06:14;AUS;Abweichung;Abweichung;;2294.0;90.0;90.0;;44.0;44.4;49.9;49.4
2026-09-08 19:11:24;AUS;Abweichung;Abweichung;;2294.0;90.0;90.0;;44.0;44.2;49.9;49.4
2026-09-08 19:16:29;AUS;;Keine Regel aktiv;;2294.0;90.0;90.0;;;43.1;49.9;49.4
2026-09-08 19:21:37;AUS;;Keine Regel aktiv;;2294.0;90.0;90.0;;;42.8;49.9;49.4
2026-09-08 19:26:47;AUS;;Keine Regel aktiv;;2294.0;90.0;90.0;;;42.6;49.9;49.4
2026-09-08 19:31:56;AUS;;Keine Regel aktiv;;2294.0;90.0;90.0;;;42.6;49.9;49.4
2026-09-08 19:37:07;AUS;;Keine Regel aktiv;;2294.0;90.0;90.0;;;42.4;49.9;49.4
2026-09-08 19:42:13;AUS;;Keine Regel aktiv;;2294.0;90.0;90.0;;;42.3;49.9;49.4
2026-09-08 19:47:21;AUS;;Keine Regel aktiv;;2294.0;90.0;90.0;;;42.2;49.8;49.3
2026-09-08 19:52:29;AUS;;Keine Regel aktiv;;2294.0;90.0;90.0;;;42.1;49.8;49.3
2026-09-08 19:57:34;AUS;;Keine Regel aktiv;;2294.0;90.0;90.0;;;42.0;49.8;49.3
2026-09-08 20:02:43;AUS;;Keine Regel aktiv;;2294.0;90.0;90.0;;;41.9;49.8;49.3
2026-09-08 20:07:48;AUS;;Keine Regel aktiv;;2294.0;90.0;90.0;;;41.9;49.8;49.3
2026-09-08 20:12:56;AUS;;Keine Regel aktiv;;2294.0;90.0;90.0;;;41.8;49.8;49.2
2026-09-08 20:18:05;AUS;;Keine Regel aktiv;;2294.0;90.0;90.0;;;41.7;49.8;49.2
2026-09-08 20:23:11;AUS;;Keine Regel aktiv;;2294.0;90.0;90.0;;;41.6;49.8;49.2
2026-09-08 20:28:20;AUS;;Keine Regel aktiv;;2294.0;90.0;90.0;;;41.5;49.8;49.2
2026-09-08 20:33:29;AUS;;Keine Regel aktiv;;2294.0;90.0;90.0;;;41.4;49.8;49.2
2026-09-08 20:38:38;AUS;;Keine Regel aktiv;;2294.0;90.0;90.0;;;41.4;49.8;49.2
2026-09-08 20:43:45;AUS;;Keine Regel aktiv;;2294.0;90.0;90.0;;;41.2;49.7;49.2
2026-09-08 20:48:54;AUS;;Keine Regel aktiv;;2294.0;90.0;90.0;;;41.1;49.7;49.2
2026-09-08 20:54:02;AUS;;Keine Regel aktiv;;2294.0;90.0;90.0;;;40.3;49.7;49.2
2026-09-08 20:59:08;AUS;;Keine Regel aktiv;;2294.0;90.0;90.0;;;40.2;49.7;49.1
2026-09-08 21:04:17;AUS;;Keine Regel aktiv;;2294.0;90.0;90.0;;;38.3;49.7;49.1
2026-09-08 21:09:25;AUS;;Keine Regel aktiv;;2294.0;90.0;90.0;;;28.4;49.6;49.1
2026-09-08 21:14:34;AUS;;Keine Regel aktiv;;2294.0;90.0;90.0;;;26.7;49.6;49.0
2026-09-08 21:19:39;AUS;;Keine Regel aktiv;;2294.0;90.0;90.0;;;26.4;49.6;48.9
2026-09-08 21:24:47;AUS;;Keine Regel aktiv;;2294.0;90.0;90.0;;;26.4;49.6;48.9
2026-09-08 21:29:56;AUS;;Keine Regel aktiv;;2294.0;90.0;90.0;;;26.3;49.6;48.9
2026-09-08 21:35:00;AUS;;Keine Regel aktiv;;2294.0;90.0;90.0;;;26.4;49.6;48.9
2026-09-08 21:40:09;AUS;;Keine Regel aktiv;;2294.0;90.0;90.0;;;26.4;49.6;48.8
2026-09-08 21:45:17;AUS;;Keine Regel aktiv;;2294.0;90.0;90.0;;;26.5;49.6;48.8
2026-09-08 21:50:23;AUS;;Keine Regel aktiv;;2294.0;90.0;90.0;;;26.6;49.6;48.8
2026-09-08 21:55:32;AUS;;Keine Regel aktiv;;2294.0;90.0;90.0;;;26.6;49.6;48.8
2026-09-08 22:00:41;AUS;;Keine Regel aktiv;;2294.0;90.0;90.0;;;26.8;49.5;48.8
2026-09-08 22:05:50;AUS;;Keine Regel aktiv;;2294.0;90.0;90.0;;;26.8;49.5;48.8
2026-09-08 22:10:55;AUS;;Keine Regel aktiv;;2294.0;90.0;90.0;;;26.9;49.5;48.7
2026-09-08 22:16:04;AUS;;Keine Regel aktiv;;2294.0;90.0;90.0;;;26.9;49.5;48.7
2026-09-08 22:21:13;AUS;;Keine Regel aktiv;;2294.0;90.0;90.0;;;26.9;49.5;48.7
2026-09-08 22:26:21;AUS;;Keine Regel aktiv;;2294.0;90.0;90.0;;;27.0;49.4;48.6
2026-09-08 22:31:28;AUS;;Keine Regel aktiv;;2294.0;90.0;90.0;;;27.1;49.4;48.6
2026-09-08 22:36:38;AUS;;Keine Regel aktiv;;2294.0;90.0;90.0;;;27.1;49.4;48.6
2026-09-08 22:41:46;AUS;;Keine Regel aktiv;;2294.0;90.0;90.0;;;27.1;49.4;48.6
2026-09-08 22:46:52;AUS;;Keine Regel aktiv;;2294.0;90.0;90.0;;;27.2;49.4;48.5
2026-09-08 22:52:01;AUS;;Keine Regel aktiv;;2294.0;90.0;90.0;;;27.2;49.4;48.5
2026-09-08 22:57:09;AUS;;Keine Regel aktiv;;2294.0;90.0;90.0;;;27.2;49.4;48.5
2026-09-08 23:02:14;AUS;;Keine Regel aktiv;;2294.0;90.0;90.0;;;27.3;49.4;48.4
2026-09-08 23:07:23;AUS;;Keine Regel aktiv;;2294.0;90.0;90.0;;;27.4;49.4;48.4
